CreatedById,CourseId,Id,QuestionText,QuestionType,Marks,DifficultyIndex,CorrectRate,TimesAnswered
6,42,929,Output of 2**3 in Python?,TrueFalse,2,,,
10,149,3811,Which OSI layer handles routing?,ShortAnswer,3,,,
7,97,2360,Which is NOT a supervised learning algorithm?,MCQ,2,,,
1,183,4696,What is a deadlock?,MCQ,3,,,
12,79,1828,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
15,167,4355,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
1,38,816,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,5,,,
10,194,4964,Which protocol is stateless?,MCQ,2,,,
1,60,1301,Which OSI layer handles routing?,TrueFalse,3,,,
6,191,4916,What is the time complexity of binary search?,ShortAnswer,5,,,
15,157,4082,What does API stand for?,MCQ,1,,,
4,25,521,What is the time complexity of binary search?,MCQ,5,,,
12,38,826,What is a foreign key?,TrueFalse,3,,,
1,117,2974,What is the time complexity of binary search?,MCQ,1,,,
7,80,1890,What is a foreign key?,TrueFalse,1,,,
13,190,4891,Which algorithm underlies RSA?,TrueFalse,1,,,
13,93,2299,Which is NOT a supervised learning algorithm?,MCQ,2,,,
7,139,3488,What does API stand for?,MCQ,2,,,
15,32,708,What is normalization in databases?,TrueFalse,3,,,
4,25,523,Overfitting in ML means?,MCQ,3,,,
13,111,2762,What does API stand for?,ShortAnswer,2,,,
2,9,203,Which protocol is stateless?,MCQ,3,,,
15,182,4690,Which OSI layer handles routing?,TrueFalse,2,,,
4,117,2971,Which algorithm underlies RSA?,MCQ,2,,,
4,129,3305,What does API stand for?,TrueFalse,3,,,
15,167,4351,Which algorithm underlies RSA?,MCQ,1,,,
10,70,1571,Overfitting in ML means?,ShortAnswer,5,,,
7,131,3382,Which data structure uses LIFO?,TrueFalse,2,,,
1,186,4763,What is a deadlock?,ShortAnswer,2,,,
3,135,3421,What is normalization in databases?,MCQ,2,,,
14,67,1509,Which protocol is stateless?,MCQ,5,,,
15,41,895,Which OSI layer handles routing?,MCQ,3,,,
6,149,3800,What is the time complexity of binary search?,TrueFalse,3,,,
14,192,4941,Which OSI layer handles routing?,TrueFalse,2,,,
12,29,620,Which algorithm underlies RSA?,MCQ,2,,,
7,103,2492,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
15,155,4031,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,1,,,
9,198,5023,Overfitting in ML means?,MCQ,5,,,
8,168,4377,What does OOP stand for?,MCQ,5,,,
2,71,1585,What is the time complexity of binary search?,ShortAnswer,5,,,
3,103,5139,Which data structure uses LIFO?,ShortAnswer,2,,,
9,187,4815,Which is NOT a supervised learning algorithm?,MCQ,5,,,
5,165,4287,What does OOP stand for?,MCQ,1,,,
9,121,3097,Which is NOT a supervised learning algorithm?,TrueFalse,3,,,
6,150,3885,Which protocol is stateless?,MCQ,3,,,
6,5,121,What does SQL stand for?,MCQ,2,,,
2,130,3329,Which is NOT a supervised learning algorithm?,ShortAnswer,2,,,
13,172,4423,Which data structure uses LIFO?,ShortAnswer,2,,,
15,89,2190,Which algorithm underlies RSA?,MCQ,1,,,
13,53,1181,Overfitting in ML means?,TrueFalse,1,,,
2,9,199,What does API stand for?,MCQ,5,,,
1,65,1469,What is a foreign key?,ShortAnswer,2,,,
4,144,3678,What does OOP stand for?,MCQ,2,,,
8,143,5214,What is a deadlock?,TrueFalse,1,,,
14,166,4309,What does API stand for?,ShortAnswer,1,,,
8,72,1640,What does OOP stand for?,MCQ,1,,,
14,17,357,Which algorithm underlies RSA?,MCQ,1,,,
2,161,4206,Which data structure uses LIFO?,MCQ,2,,,
15,89,2185,What is normalization in databases?,MCQ,3,,,
4,108,2671,Which is NOT a supervised learning algorithm?,ShortAnswer,5,,,
2,93,2294,Output of 2**3 in Python?,MCQ,1,,,
6,59,1292,What is the time complexity of binary search?,MCQ,3,,,
15,78,1815,Which data structure uses LIFO?,MCQ,1,,,
14,172,4414,What is normalization in databases?,TrueFalse,3,,,
2,101,2452,What is normalization in databases?,MCQ,2,,,
7,80,5208,Which OSI layer handles routing?,MCQ,1,,,
6,191,4912,Which algorithm underlies RSA?,MCQ,1,,,
3,89,2176,Which is NOT a supervised learning algorithm?,MCQ,1,,,
2,148,3783,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
5,187,4822,Which protocol is stateless?,MCQ,3,,,
3,135,3428,Which OSI layer handles routing?,MCQ,2,,,
14,43,954,Which OSI layer handles routing?,MCQ,2,,,
10,63,1407,Which OSI layer handles routing?,MCQ,2,,,
11,77,1801,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
5,187,4818,What is the time complexity of binary search?,TrueFalse,1,,,
1,117,5114,What is normalization in databases?,MCQ,5,,,
3,41,925,What is normalization in databases?,TrueFalse,2,,,
6,121,3095,Overfitting in ML means?,MCQ,3,,,
10,149,3805,What does SQL stand for?,TrueFalse,2,,,
4,164,4232,What does API stand for?,TrueFalse,2,,,
10,146,3682,Which OSI layer handles routing?,MCQ,1,,,
9,50,5247,What does SQL stand for?,MCQ,2,,,
9,17,348,What is a deadlock?,TrueFalse,1,,,
14,113,2852,Which sorting algorithm has worst-case O(n²)?,TrueFalse,5,,,
1,117,2975,Which algorithm underlies RSA?,MCQ,3,,,
8,85,2034,Which data structure uses LIFO?,MCQ,5,,,
15,41,896,What is normalization in databases?,MCQ,1,,,
4,107,2644,What is a deadlock?,MCQ,5,,,
7,151,5271,What is normalization in databases?,MCQ,5,,,
13,130,3366,Which protocol is stateless?,TrueFalse,5,,,
2,81,1947,What is a deadlock?,MCQ,3,,,
2,101,2454,What does SQL stand for?,ShortAnswer,5,,,
8,17,370,Which algorithm underlies RSA?,ShortAnswer,5,,,
15,19,391,What does API stand for?,MCQ,3,,,
10,170,4400,What is the time complexity of binary search?,MCQ,2,,,
12,151,3922,Which OSI layer handles routing?,MCQ,2,,,
13,23,480,Output of 2**3 in Python?,MCQ,2,,,
13,111,2771,What is the time complexity of binary search?,MCQ,5,,,
14,30,664,Which is NOT a supervised learning algorithm?,MCQ,3,,,
6,5,125,What is a deadlock?,MCQ,2,,,
6,72,1616,Output of 2**3 in Python?,MCQ,1,,,
9,198,5033,Which data structure uses LIFO?,TrueFalse,2,,,
4,80,1849,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
3,100,2431,What is a deadlock?,MCQ,2,,,
6,77,1777,Which is NOT a supervised learning algorithm?,MCQ,2,,,
2,130,3333,What is the time complexity of binary search?,MCQ,5,,,
15,162,4217,What does API stand for?,MCQ,5,,,
11,77,1769,What is normalization in databases?,MCQ,1,,,
11,187,4795,What is a foreign key?,MCQ,2,,,
10,149,3809,Which data structure uses LIFO?,ShortAnswer,5,,,
3,187,4825,What is a deadlock?,MCQ,2,,,
12,118,3002,Overfitting in ML means?,MCQ,3,,,
12,43,967,Which OSI layer handles routing?,TrueFalse,2,,,
9,2,62,Which protocol is stateless?,MCQ,2,,,
14,118,3043,What is normalization in databases?,MCQ,1,,,
7,80,1871,Which algorithm underlies RSA?,MCQ,1,,,
3,103,5145,Which is NOT a supervised learning algorithm?,MCQ,5,,,
9,2,58,What is a deadlock?,MCQ,3,,,
9,165,4254,What does SQL stand for?,MCQ,2,,,
13,61,1343,What does SQL stand for?,TrueFalse,1,,,
6,33,773,What is the time complexity of binary search?,MCQ,3,,,
15,137,3450,Which is NOT a supervised learning algorithm?,ShortAnswer,2,,,
14,17,342,Which data structure uses LIFO?,MCQ,2,,,
1,130,3350,Which data structure uses LIFO?,MCQ,2,,,
12,113,2828,What is a foreign key?,MCQ,1,,,
7,80,5207,Which data structure uses LIFO?,MCQ,1,,,
9,17,324,Which algorithm underlies RSA?,MCQ,1,,,
3,103,5138,Which OSI layer handles routing?,MCQ,2,,,
1,183,4697,What does API stand for?,ShortAnswer,3,,,
3,103,2480,Which is NOT a supervised learning algorithm?,TrueFalse,2,,,
15,155,4022,Which data structure uses LIFO?,TrueFalse,5,,,
8,17,309,Which is NOT a supervised learning algorithm?,TrueFalse,3,,,
7,197,4984,What does OOP stand for?,MCQ,3,,,
13,124,3149,Which algorithm underlies RSA?,MCQ,5,,,
7,66,1481,Which protocol is stateless?,MCQ,2,,,
7,97,2361,What does OOP stand for?,ShortAnswer,2,,,
7,89,2193,What does SQL stand for?,MCQ,3,,,
9,3,5329,Which algorithm underlies RSA?,TrueFalse,3,,,
2,9,201,Which data structure uses LIFO?,TrueFalse,2,,,
10,86,2116,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
13,150,3843,Which data structure uses LIFO?,MCQ,2,,,
1,38,815,Which protocol is stateless?,MCQ,5,,,
9,17,328,What is a deadlock?,MCQ,2,,,
5,187,4821,Which algorithm underlies RSA?,MCQ,2,,,
13,184,4715,What is normalization in databases?,MCQ,3,,,
1,117,5107,Which OSI layer handles routing?,ShortAnswer,3,,,
9,165,4244,Which is NOT a supervised learning algorithm?,MCQ,2,,,
1,33,752,Which protocol is stateless?,MCQ,5,,,
15,137,3448,Output of 2**3 in Python?,TrueFalse,2,,,
8,17,372,What is normalization in databases?,MCQ,5,,,
3,47,1064,What is the time complexity of binary search?,MCQ,3,,,
2,144,3645,What does API stand for?,MCQ,3,,,
12,51,1141,Overfitting in ML means?,MCQ,2,,,
4,17,303,What is normalization in databases?,MCQ,1,,,
7,58,1280,What does SQL stand for?,MCQ,1,,,
13,47,1045,What is the time complexity of binary search?,MCQ,2,,,
6,77,1774,What is the time complexity of binary search?,MCQ,5,,,
10,181,4578,What is normalization in databases?,MCQ,1,,,
6,33,782,Which protocol is stateless?,MCQ,1,,,
1,24,500,What is a foreign key?,MCQ,2,,,
2,148,3787,Overfitting in ML means?,TrueFalse,1,,,
7,103,2490,Overfitting in ML means?,MCQ,5,,,
14,192,4932,What does OOP stand for?,MCQ,2,,,
11,4,5337,What does SQL stand for?,MCQ,3,,,
7,119,3066,What is normalization in databases?,MCQ,3,,,
12,113,2825,What is a deadlock?,ShortAnswer,2,,,
9,121,3105,Which sorting algorithm has worst-case O(n²)?,TrueFalse,3,,,
8,150,3870,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,2,,,
7,97,2352,What is normalization in databases?,TrueFalse,2,,,
5,87,2167,Overfitting in ML means?,MCQ,2,,,
7,190,4884,What is the time complexity of binary search?,TrueFalse,3,,,
15,39,840,What does API stand for?,TrueFalse,1,,,
9,2,57,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
15,200,5054,Output of 2**3 in Python?,MCQ,1,,,
3,139,3481,Which protocol is stateless?,MCQ,2,,,
10,146,3680,Which is NOT a supervised learning algorithm?,TrueFalse,3,,,
14,30,660,Which protocol is stateless?,MCQ,2,,,
13,129,3301,Which is NOT a supervised learning algorithm?,TrueFalse,2,,,
5,185,4735,Which algorithm underlies RSA?,MCQ,3,,,
14,146,3704,Overfitting in ML means?,TrueFalse,1,,,
14,128,3255,Which data structure uses LIFO?,MCQ,2,,,
6,159,4124,Output of 2**3 in Python?,MCQ,1,,,
12,161,4175,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
13,15,247,What is a deadlock?,TrueFalse,2,,,
12,38,831,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,2,,,
14,43,947,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
3,165,4258,What does OOP stand for?,MCQ,2,,,
14,43,942,What is a deadlock?,MCQ,5,,,
5,82,1976,What is a foreign key?,MCQ,2,,,
7,80,1875,Which algorithm underlies RSA?,ShortAnswer,5,,,
10,56,1255,What is a deadlock?,MCQ,2,,,
8,17,375,What does OOP stand for?,MCQ,2,,,
4,167,4324,Which algorithm underlies RSA?,MCQ,5,,,
1,153,5102,What is a deadlock?,MCQ,2,,,
8,17,319,Overfitting in ML means?,MCQ,2,,,
2,148,3780,Which algorithm underlies RSA?,MCQ,1,,,
13,26,536,What does SQL stand for?,MCQ,1,,,
6,146,3707,What does SQL stand for?,TrueFalse,1,,,
14,117,2951,What is the time complexity of binary search?,MCQ,2,,,
14,17,339,What does OOP stand for?,MCQ,5,,,
12,43,5118,What does API stand for?,TrueFalse,3,,,
5,28,585,Which sorting algorithm has worst-case O(n²)?,MCQ,5,,,
14,92,2274,Which is NOT a supervised learning algorithm?,TrueFalse,3,,,
3,181,5180,What is a deadlock?,MCQ,1,,,
14,54,1202,Which data structure uses LIFO?,MCQ,3,,,
3,198,5013,Which is NOT a supervised learning algorithm?,ShortAnswer,5,,,
9,165,4255,What is normalization in databases?,TrueFalse,2,,,
12,85,2053,What does API stand for?,MCQ,1,,,
14,54,1206,Which data structure uses LIFO?,TrueFalse,2,,,
12,80,1885,What does API stand for?,MCQ,5,,,
13,61,1356,Output of 2**3 in Python?,ShortAnswer,2,,,
7,86,2131,Which protocol is stateless?,MCQ,2,,,
6,5,5338,Which protocol is stateless?,MCQ,2,,,
9,165,4251,Which algorithm underlies RSA?,MCQ,2,,,
9,50,5245,What is a foreign key?,MCQ,1,,,
1,65,1478,Output of 2**3 in Python?,ShortAnswer,2,,,
12,80,1878,Overfitting in ML means?,TrueFalse,3,,,
1,24,502,What is the time complexity of binary search?,MCQ,5,,,
4,112,2794,Which OSI layer handles routing?,MCQ,3,,,
15,19,394,Which is NOT a supervised learning algorithm?,ShortAnswer,5,,,
9,90,2219,What is the time complexity of binary search?,MCQ,2,,,
15,167,4356,Overfitting in ML means?,MCQ,2,,,
6,121,3096,Which sorting algorithm has worst-case O(n²)?,MCQ,5,,,
3,41,927,Overfitting in ML means?,ShortAnswer,1,,,
12,29,622,Which algorithm underlies RSA?,TrueFalse,2,,,
3,118,3026,What does SQL stand for?,TrueFalse,2,,,
12,85,2058,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,1,,,
14,2,5313,Which data structure uses LIFO?,MCQ,2,,,
13,53,1180,What does OOP stand for?,MCQ,3,,,
8,7,161,What is a deadlock?,MCQ,1,,,
4,107,2642,What is the time complexity of binary search?,TrueFalse,3,,,
2,105,2537,Which protocol is stateless?,MCQ,2,,,
11,54,1216,What does SQL stand for?,TrueFalse,2,,,
4,129,3306,What does OOP stand for?,TrueFalse,1,,,
9,72,1633,What is a foreign key?,MCQ,1,,,
2,153,3952,Which algorithm underlies RSA?,ShortAnswer,1,,,
2,161,4204,Output of 2**3 in Python?,ShortAnswer,5,,,
2,60,1329,What is normalization in databases?,MCQ,1,,,
14,2,5349,Overfitting in ML means?,MCQ,3,,,
12,93,2321,Overfitting in ML means?,TrueFalse,5,,,
15,85,2048,Which algorithm underlies RSA?,MCQ,5,,,
15,83,2025,What is the time complexity of binary search?,MCQ,2,,,
13,15,251,What is the time complexity of binary search?,MCQ,2,,,
6,5,149,What does SQL stand for?,TrueFalse,5,,,
5,45,5147,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
3,187,4832,Which protocol is stateless?,MCQ,5,,,
15,78,1813,What is a deadlock?,ShortAnswer,2,,,
14,113,2845,What is normalization in databases?,MCQ,3,,,
6,42,938,What is a deadlock?,MCQ,3,,,
8,150,3867,What is a deadlock?,MCQ,1,,,
5,113,2856,What does OOP stand for?,MCQ,1,,,
13,128,3238,Which protocol is stateless?,MCQ,1,,,
11,77,1793,Which sorting algorithm has worst-case O(n²)?,TrueFalse,3,,,
7,25,527,Which OSI layer handles routing?,ShortAnswer,2,,,
9,3,78,What does API stand for?,MCQ,3,,,
9,16,258,What does OOP stand for?,ShortAnswer,3,,,
8,171,4404,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
4,108,2672,What is a deadlock?,MCQ,1,,,
1,153,3945,What does OOP stand for?,MCQ,3,,,
12,105,2577,What does API stand for?,ShortAnswer,3,,,
13,159,4104,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
7,2,5327,What is a foreign key?,MCQ,5,,,
1,107,2624,Which sorting algorithm has worst-case O(n²)?,TrueFalse,2,,,
12,82,1985,Which algorithm underlies RSA?,ShortAnswer,5,,,
2,130,3337,Which algorithm underlies RSA?,ShortAnswer,5,,,
14,128,3261,What does API stand for?,ShortAnswer,3,,,
4,164,4234,What is the time complexity of binary search?,MCQ,5,,,
9,3,80,Overfitting in ML means?,TrueFalse,3,,,
13,159,4116,Overfitting in ML means?,MCQ,2,,,
5,45,1010,Which is NOT a supervised learning algorithm?,ShortAnswer,1,,,
3,25,515,What is normalization in databases?,MCQ,1,,,
7,80,1899,Which data structure uses LIFO?,MCQ,3,,,
1,60,1308,Output of 2**3 in Python?,MCQ,2,,,
14,128,3214,What does API stand for?,ShortAnswer,5,,,
7,180,4538,What does OOP stand for?,MCQ,5,,,
13,150,3838,Which OSI layer handles routing?,TrueFalse,1,,,
9,8,5322,What is normalization in databases?,ShortAnswer,1,,,
7,115,2918,What does SQL stand for?,MCQ,2,,,
6,71,1603,What does SQL stand for?,MCQ,5,,,
9,72,1636,Output of 2**3 in Python?,MCQ,2,,,
7,152,3924,What is a deadlock?,MCQ,1,,,
14,75,1715,What is normalization in databases?,MCQ,5,,,
4,121,3115,Which data structure uses LIFO?,MCQ,5,,,
15,155,4028,Which OSI layer handles routing?,ShortAnswer,5,,,
9,8,171,Which protocol is stateless?,MCQ,2,,,
10,70,1568,Which OSI layer handles routing?,MCQ,2,,,
4,17,300,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,1,,,
5,47,1043,What is a deadlock?,MCQ,2,,,
9,81,1964,What does OOP stand for?,MCQ,2,,,
7,66,1483,Overfitting in ML means?,TrueFalse,3,,,
9,86,2067,What is normalization in databases?,MCQ,2,,,
15,83,2024,Which protocol is stateless?,TrueFalse,2,,,
13,159,4102,What is a deadlock?,MCQ,3,,,
4,121,3114,Output of 2**3 in Python?,ShortAnswer,5,,,
14,166,4311,What does API stand for?,MCQ,5,,,
9,72,1623,Which protocol is stateless?,MCQ,3,,,
1,128,3206,Which protocol is stateless?,TrueFalse,2,,,
10,170,4398,What is a deadlock?,MCQ,1,,,
9,165,4243,Which sorting algorithm has worst-case O(n²)?,TrueFalse,2,,,
9,17,353,Overfitting in ML means?,MCQ,2,,,
3,25,509,What is a deadlock?,MCQ,1,,,
5,185,4739,What does OOP stand for?,MCQ,2,,,
14,43,948,What is the time complexity of binary search?,MCQ,1,,,
14,136,3438,Which data structure uses LIFO?,MCQ,1,,,
8,148,3769,What is the time complexity of binary search?,TrueFalse,3,,,
15,137,3442,Which is NOT a supervised learning algorithm?,MCQ,3,,,
5,28,579,What does API stand for?,ShortAnswer,3,,,
2,61,1342,What does OOP stand for?,MCQ,2,,,
6,159,4120,Overfitting in ML means?,MCQ,2,,,
14,2,41,Which data structure uses LIFO?,MCQ,2,,,
9,8,177,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
14,128,3221,What does API stand for?,MCQ,1,,,
9,187,4811,Which is NOT a supervised learning algorithm?,ShortAnswer,1,,,
6,76,1736,What is normalization in databases?,TrueFalse,2,,,
13,124,3144,What is a foreign key?,ShortAnswer,2,,,
4,117,5162,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
4,39,856,Which data structure uses LIFO?,MCQ,2,,,
4,147,5261,What does API stand for?,MCQ,5,,,
1,153,3933,Overfitting in ML means?,MCQ,3,,,
10,6,5335,What does SQL stand for?,MCQ,2,,,
3,103,5141,What is the time complexity of binary search?,MCQ,3,,,
4,164,4236,What does OOP stand for?,MCQ,2,,,
6,150,3882,Output of 2**3 in Python?,TrueFalse,5,,,
7,4,5319,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,1,,,
14,2,42,What is a foreign key?,MCQ,2,,,
15,200,5048,Which algorithm underlies RSA?,MCQ,2,,,
4,105,5260,What is normalization in databases?,TrueFalse,5,,,
14,167,4339,Which OSI layer handles routing?,MCQ,1,,,
4,17,299,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,5,,,
1,60,1304,Which OSI layer handles routing?,MCQ,5,,,
14,140,3522,What does OOP stand for?,ShortAnswer,3,,,
8,115,2910,What is a deadlock?,MCQ,3,,,
4,141,3532,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
15,41,899,Which is NOT a supervised learning algorithm?,MCQ,2,,,
4,193,4950,Which is NOT a supervised learning algorithm?,TrueFalse,1,,,
10,56,1248,What is a deadlock?,ShortAnswer,2,,,
14,46,1029,Overfitting in ML means?,TrueFalse,2,,,
12,180,4554,Output of 2**3 in Python?,MCQ,5,,,
10,63,1409,What is the time complexity of binary search?,MCQ,2,,,
4,39,857,Which protocol is stateless?,MCQ,5,,,
13,150,3844,What does OOP stand for?,MCQ,2,,,
8,92,2253,What does API stand for?,ShortAnswer,1,,,
4,117,5163,What does API stand for?,MCQ,5,,,
2,71,1595,Which protocol is stateless?,MCQ,2,,,
3,118,3025,What is the time complexity of binary search?,MCQ,3,,,
2,60,1320,Which data structure uses LIFO?,TrueFalse,5,,,
15,89,2183,What is a deadlock?,ShortAnswer,5,,,
13,120,3086,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
15,155,4025,Which is NOT a supervised learning algorithm?,ShortAnswer,2,,,
14,180,4569,Which sorting algorithm has worst-case O(n²)?,TrueFalse,3,,,
4,129,3311,What is normalization in databases?,TrueFalse,5,,,
3,187,4833,Which protocol is stateless?,MCQ,3,,,
7,103,2491,What is the time complexity of binary search?,TrueFalse,2,,,
8,92,2264,Which protocol is stateless?,MCQ,1,,,
1,186,4765,Which OSI layer handles routing?,ShortAnswer,5,,,
15,190,4860,What is a foreign key?,MCQ,2,,,
13,111,2764,Which algorithm underlies RSA?,ShortAnswer,5,,,
4,105,5257,What is normalization in databases?,MCQ,2,,,
6,5,152,What is a foreign key?,MCQ,2,,,
9,153,3973,What is a foreign key?,MCQ,5,,,
12,80,1886,What is normalization in databases?,TrueFalse,3,,,
13,53,1179,Which sorting algorithm has worst-case O(n²)?,MCQ,5,,,
9,128,3264,What does API stand for?,MCQ,1,,,
6,146,3708,Which OSI layer handles routing?,TrueFalse,5,,,
4,93,2286,Overfitting in ML means?,ShortAnswer,3,,,
12,51,1146,What is normalization in databases?,TrueFalse,5,,,
4,39,858,Which algorithm underlies RSA?,MCQ,5,,,
4,105,5253,What is a deadlock?,TrueFalse,3,,,
10,86,2118,Which is NOT a supervised learning algorithm?,ShortAnswer,1,,,
7,180,4541,Which protocol is stateless?,TrueFalse,2,,,
9,198,5030,Which data structure uses LIFO?,MCQ,2,,,
12,113,2826,What is the time complexity of binary search?,MCQ,5,,,
3,118,3021,Which protocol is stateless?,MCQ,2,,,
13,130,3361,What is a deadlock?,MCQ,3,,,
14,2,31,Overfitting in ML means?,MCQ,3,,,
14,146,3699,What does OOP stand for?,ShortAnswer,2,,,
14,17,361,What is a deadlock?,ShortAnswer,5,,,
13,159,4111,Which algorithm underlies RSA?,MCQ,2,,,
5,165,4284,Which protocol is stateless?,MCQ,2,,,
5,19,427,What is a deadlock?,MCQ,1,,,
15,144,3631,Overfitting in ML means?,MCQ,1,,,
10,6,159,What does SQL stand for?,MCQ,2,,,
3,41,922,What does OOP stand for?,MCQ,5,,,
12,93,2313,Which OSI layer handles routing?,MCQ,1,,,
9,8,167,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
10,6,5333,Overfitting in ML means?,MCQ,5,,,
7,108,2688,Which sorting algorithm has worst-case O(n²)?,MCQ,3,,,
7,139,3491,What is normalization in databases?,MCQ,1,,,
4,25,519,What is a deadlock?,TrueFalse,2,,,
6,5,147,Output of 2**3 in Python?,TrueFalse,3,,,
14,180,4565,Output of 2**3 in Python?,TrueFalse,5,,,
13,130,3372,Which algorithm underlies RSA?,MCQ,3,,,
9,187,4807,Output of 2**3 in Python?,ShortAnswer,5,,,
2,144,3654,What does API stand for?,ShortAnswer,1,,,
7,58,1282,What is a deadlock?,TrueFalse,2,,,
2,93,2295,What is normalization in databases?,MCQ,3,,,
11,38,814,What does SQL stand for?,MCQ,1,,,
5,103,5222,What is normalization in databases?,ShortAnswer,3,,,
4,93,2283,Which data structure uses LIFO?,ShortAnswer,2,,,
10,56,1252,Which data structure uses LIFO?,TrueFalse,3,,,
6,121,3089,Which data structure uses LIFO?,TrueFalse,2,,,
13,102,2464,Output of 2**3 in Python?,MCQ,2,,,
4,129,3316,Which is NOT a supervised learning algorithm?,MCQ,2,,,
13,129,3298,Which data structure uses LIFO?,MCQ,3,,,
2,12,219,Which OSI layer handles routing?,MCQ,1,,,
2,71,1591,What does OOP stand for?,ShortAnswer,5,,,
15,41,898,Overfitting in ML means?,MCQ,2,,,
7,108,2693,What does SQL stand for?,MCQ,1,,,
14,167,4338,What is a deadlock?,ShortAnswer,5,,,
5,19,399,What does API stand for?,MCQ,5,,,
5,182,4671,Which OSI layer handles routing?,MCQ,2,,,
9,2,70,Which protocol is stateless?,ShortAnswer,5,,,
15,137,3449,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
4,147,3748,What is normalization in databases?,MCQ,5,,,
1,117,5109,What does SQL stand for?,ShortAnswer,3,,,
2,153,3949,What does API stand for?,ShortAnswer,1,,,
11,77,5239,What does OOP stand for?,ShortAnswer,3,,,
12,161,4168,Output of 2**3 in Python?,ShortAnswer,2,,,
15,78,1808,Which protocol is stateless?,TrueFalse,3,,,
9,153,3977,Which data structure uses LIFO?,TrueFalse,3,,,
6,42,933,Which is NOT a supervised learning algorithm?,ShortAnswer,3,,,
3,25,508,Which OSI layer handles routing?,MCQ,5,,,
7,144,3661,What does API stand for?,MCQ,2,,,
7,115,2915,What is normalization in databases?,MCQ,3,,,
14,113,2844,What does OOP stand for?,MCQ,2,,,
5,29,618,Which OSI layer handles routing?,TrueFalse,1,,,
6,34,792,What does API stand for?,TrueFalse,2,,,
14,172,4417,What does API stand for?,MCQ,2,,,
1,141,3562,Overfitting in ML means?,MCQ,5,,,
1,130,3351,Output of 2**3 in Python?,MCQ,3,,,
14,111,2740,What does API stand for?,ShortAnswer,2,,,
5,182,4675,Output of 2**3 in Python?,ShortAnswer,1,,,
1,2,19,What does API stand for?,MCQ,2,,,
1,24,503,Which protocol is stateless?,MCQ,2,,,
8,151,5186,Which OSI layer handles routing?,MCQ,5,,,
4,141,3525,Which algorithm underlies RSA?,TrueFalse,2,,,
5,165,4282,Which data structure uses LIFO?,MCQ,2,,,
4,129,3318,Which data structure uses LIFO?,MCQ,2,,,
7,80,1866,What is a foreign key?,MCQ,2,,,
2,147,3730,Which OSI layer handles routing?,MCQ,2,,,
3,103,2470,Overfitting in ML means?,MCQ,1,,,
1,141,3559,Which algorithm underlies RSA?,MCQ,2,,,
3,135,3424,What is a foreign key?,MCQ,5,,,
8,126,3161,Which data structure uses LIFO?,MCQ,1,,,
12,180,4548,Which is NOT a supervised learning algorithm?,MCQ,2,,,
4,10,210,Output of 2**3 in Python?,MCQ,3,,,
12,195,4978,What is a deadlock?,MCQ,3,,,
13,124,3142,Which sorting algorithm has worst-case O(n²)?,ShortAnswer,1,,,
7,80,1865,Which algorithm underlies RSA?,MCQ,1,,,
4,93,2278,What does API stand for?,MCQ,1,,,
5,4,5345,Which sorting algorithm has worst-case O(n²)?,TrueFalse,2,,,
11,77,5242,Which is NOT a supervised learning algorithm?,ShortAnswer,2,,,
1,141,3561,What does API stand for?,TrueFalse,2,,,
15,190,4857,Which sorting algorithm has worst-case O(n²)?,MCQ,2,,,
7,97,2358,Which sorting algorithm has worst-case O(n²)?,TrueFalse,1,,,
4,80,1855,Which sorting algorithm has worst-case O(n²)?,MCQ,5,,,
10,75,1722,Which sorting algorithm has worst-case O(n²)?,MCQ,1,,,
4,144,3673,What does API stand for?,MCQ,1,,,
12,79,1842,What is a foreign key?,TrueFalse,2,,,
14,128,3208,Which is NOT a supervised learning algorithm?,MCQ,2,,,
9,86,2073,Overfitting in ML means?,MCQ,5,,,
3,100,2436,Which data structure uses LIFO?,MCQ,5,,,
