Id,QuizAttemptId,QuestionId,SelectedOptionId,WrittenAnswer,IsCorrect,MarksAwarded,InstructorFeedback
87125,10849,3200,9600.0,,1.0,2.0,
67200,8342,4275,,,-1.0,0.0,
61784,7691,5042,14974.0,,0.0,0.0,Good effort.
5049,600,182,,,-1.0,0.0,
29996,3717,2616,7785.0,,0.0,0.0,
38273,4744,415,,Stack overflow occurs when recursion is too deep.,1.0,0.6,
10203,1253,4091,12185.0,,0.0,0.0,
5991,709,1661,4948.0,,1.0,2.0,
73945,9209,1262,3759.0,,0.0,0.0,
21156,2591,760,,Binary search works on sorted arrays.,1.0,0.3,
79429,9894,3992,,Stack overflow occurs when recursion is too deep.,1.0,1.3,
51925,6429,436,1279.0,,0.0,0.0,
45598,5656,1131,3374.0,,1.0,2.0,
44303,5489,4448,13268.0,,1.0,5.0,
42314,5234,2420,7205.0,,0.0,0.0,Good effort.
87187,10856,3576,10696.0,,0.0,0.0,
74737,9315,2747,8175.0,,1.0,3.0,
37818,4682,4727,14040.0,,0.0,0.0,
70660,8780,2101,6212.0,,0.0,0.0,
77104,9604,4595,13661.0,,0.0,0.0,
24660,3035,1458,4337.0,,1.0,2.0,
54034,6709,4073,12123.0,,1.0,2.0,
16813,2077,1805,,Stack overflow occurs when recursion is too deep.,0.0,0.7,
79046,9849,5036,14955.0,,1.0,2.0,
52555,6517,4003,11924.0,,0.0,0.0,Good effort.
20506,2529,2749,8184.0,,0.0,0.0,
77370,9639,1466,,Stack overflow occurs when recursion is too deep.,0.0,0.0,Good effort.
15132,1867,2863,8560.0,,0.0,0.0,Good effort.
34631,4295,3606,10778.0,,1.0,1.0,
7872,956,1818,,Binary search works on sorted arrays.,-1.0,1.6,
6947,836,4160,12381.0,,0.0,0.0,
34612,4292,2750,8187.0,,0.0,0.0,Good effort.
405,48,2204,,I believe it is the first option.,1.0,1.0,
29052,3602,1258,3754.0,,0.0,0.0,
7610,928,4273,,,-1.0,0.0,
5250,625,1070,3201.0,,1.0,3.0,
85190,10606,2403,7152.0,,0.0,0.0,
42323,5236,1459,4342.0,,0.0,0.0,
71994,8957,3692,11026.0,,0.0,0.0,
42768,5289,1381,4109.0,,0.0,0.0,
59680,7421,3566,10664.0,,0.0,0.0,Good effort.
72929,9073,2240,6636.0,,0.0,0.0,
53409,6627,1696,5050.0,,0.0,0.0,
23908,2928,4456,13293.0,,0.0,0.0,
59109,7356,278,835.0,,0.0,0.0,
37227,4617,3818,11394.0,,1.0,3.0,
16741,2066,1188,3552.0,,0.0,0.0,
83829,10437,1823,,The answer relates to the concept discussed.,1.0,0.0,
7441,905,4152,12362.0,,0.0,0.0,
28774,3559,1557,4647.0,,0.0,0.0,
15335,1890,4160,12382.0,,1.0,3.0,
26335,3254,2373,7056.0,,1.0,2.0,Good effort.
88866,11066,4721,14025.0,,0.0,0.0,
74460,9275,3607,,Binary search works on sorted arrays.,1.0,0.0,
59514,7400,476,1405.0,,0.0,0.0,
61029,7593,4668,,Stack overflow occurs when recursion is too deep.,0.0,0.8,
61480,7654,1910,5658.0,,1.0,2.0,
88628,11040,3321,9927.0,,0.0,0.0,
48538,6027,4791,14217.0,,0.0,0.0,Good effort.
69796,8681,2405,7157.0,,0.0,0.0,
67459,8377,2675,7948.0,,0.0,0.0,Good effort.
4082,491,112,,I believe it is the first option.,0.0,0.0,Good effort.
30989,3845,4066,12102.0,,0.0,0.0,
81425,10119,2245,6658.0,,0.0,0.0,
75374,9387,2747,8176.0,,0.0,0.0,
79009,9845,4075,,The answer relates to the concept discussed.,-1.0,0.3,Good effort.
36953,4584,2093,,I believe it is the first option.,1.0,0.9,Good effort.
79734,9927,2369,7042.0,,0.0,0.0,
20475,2525,5069,15066.0,,0.0,0.0,Good effort.
84578,10528,289,864.0,,0.0,0.0,
71270,8861,1805,,I believe it is the first option.,1.0,0.0,Good effort.
5486,655,2614,7779.0,,0.0,0.0,
85931,10704,2419,7200.0,,0.0,0.0,
49523,6144,439,1288.0,,0.0,0.0,
82202,10223,2604,7741.0,,0.0,0.0,
29086,3608,4530,13485.0,,0.0,0.0,Good effort.
39743,4910,3990,11895.0,,0.0,0.0,Good effort.
68059,8450,2882,8616.0,,1.0,5.0,
85317,10621,1547,4610.0,,1.0,5.0,
64389,8009,687,2019.0,,0.0,0.0,
5405,644,2396,7121.0,,1.0,3.0,
36808,4566,3898,,Binary search works on sorted arrays.,-1.0,0.0,
88499,11023,4276,12747.0,,0.0,0.0,
25721,3171,1313,3915.0,,0.0,0.0,Good effort.
28190,3490,3541,10582.0,,0.0,0.0,
9203,1123,2402,7147.0,,1.0,5.0,
53560,6647,4784,14201.0,,0.0,0.0,
56837,7059,1399,4162.0,,0.0,0.0,
67003,8314,1165,3472.0,,0.0,0.0,Good effort.
63131,7866,2868,8574.0,,0.0,0.0,Good effort.
24555,3021,912,2729.0,,0.0,0.0,Good effort.
74264,9249,964,2891.0,,0.0,0.0,
74395,9265,2097,6200.0,,0.0,0.0,
32518,4034,92,276.0,,0.0,0.0,Good effort.
43080,5338,1311,3913.0,,0.0,0.0,
28842,3570,2990,8942.0,,0.0,0.0,
14060,1740,3757,11221.0,,1.0,5.0,
13472,1670,4724,,Stack overflow occurs when recursion is too deep.,1.0,0.0,
84228,10485,3594,10747.0,,0.0,0.0,
5225,622,2172,,I believe it is the first option.,1.0,1.1,
61929,7711,4154,12367.0,,0.0,0.0,Good effort.
17467,2157,13,36.0,,0.0,0.0,
23240,2844,4386,,Binary search works on sorted arrays.,-1.0,0.7,
64185,7985,1536,4576.0,,1.0,2.0,
39626,4896,1434,,Stack overflow occurs when recursion is too deep.,-1.0,4.5,
78048,9729,2405,7158.0,,0.0,0.0,Good effort.
59438,7390,1764,5262.0,,1.0,3.0,
63751,7931,755,,Binary search works on sorted arrays.,-1.0,2.5,
27736,3430,382,,,-1.0,0.0,Good effort.
25013,3082,727,,Binary search works on sorted arrays.,0.0,0.4,
54003,6704,4152,12361.0,,0.0,0.0,
7377,897,4064,,I believe it is the first option.,0.0,0.0,
12383,1540,2027,,The answer relates to the concept discussed.,0.0,1.1,Good effort.
36755,4559,5060,15038.0,,0.0,0.0,
63585,7912,1312,,,0.0,0.1,Good effort.
66687,8275,1696,5047.0,,1.0,2.0,Good effort.
52308,6478,4391,13106.0,,0.0,0.0,
41368,5110,2602,7735.0,,0.0,0.0,
83291,10368,4278,12753.0,,0.0,0.0,
78288,9755,1655,4929.0,,0.0,0.0,
1788,214,2811,8379.0,,0.0,0.0,Good effort.
71063,8834,3137,,The answer relates to the concept discussed.,0.0,0.0,
2951,352,3516,10500.0,,1.0,2.0,Good effort.
20481,2526,5061,15041.0,,0.0,0.0,
2908,348,1362,4066.0,,0.0,0.0,
42882,5310,2322,6902.0,,0.0,0.0,Good effort.
4502,536,4051,12057.0,,0.0,0.0,
75736,9438,5040,14968.0,,0.0,0.0,
3241,392,4525,13476.0,,0.0,0.0,Good effort.
11239,1396,1170,,I believe it is the first option.,0.0,0.0,Good effort.
47944,5954,959,,Stack overflow occurs when recursion is too deep.,1.0,2.0,Good effort.
18704,2312,680,,The answer relates to the concept discussed.,1.0,0.0,Good effort.
42724,5284,277,830.0,,1.0,2.0,
59802,7434,1554,,,-1.0,0.0,Good effort.
31029,3848,284,849.0,,0.0,0.0,Good effort.
3720,445,1452,4322.0,,0.0,0.0,
47481,5894,1753,5232.0,,0.0,0.0,Good effort.
19279,2386,4445,13261.0,,1.0,1.0,
2795,335,705,,,-1.0,0.0,
70225,8722,4449,13272.0,,1.0,2.0,
38993,4822,12,33.0,,0.0,0.0,
59395,7384,4386,,Stack overflow occurs when recursion is too deep.,0.0,0.0,
82295,10237,1712,,,-1.0,0.0,
31013,3846,4077,12134.0,,1.0,1.0,
54909,6829,2244,6653.0,,1.0,5.0,
39213,4846,3231,9689.0,,1.0,3.0,
19083,2363,4015,11958.0,,0.0,0.0,
64956,8079,5081,15101.0,,0.0,0.0,
9613,1179,705,2071.0,,0.0,0.0,
56375,7002,292,871.0,,1.0,2.0,
63317,7886,4440,13253.0,,0.0,0.0,
35890,4452,647,1898.0,,0.0,0.0,
24960,3075,4094,12195.0,,1.0,2.0,
68218,8474,3320,9921.0,,0.0,0.0,
25470,3137,3018,9034.0,,0.0,0.0,Good effort.
87280,10866,1069,3195.0,,0.0,0.0,
32137,3988,4272,,,-1.0,0.0,
21237,2602,1904,5649.0,,0.0,0.0,
69177,8595,5073,15078.0,,0.0,0.0,
10587,1304,4431,13224.0,,0.0,0.0,
57112,7097,3507,,Stack overflow occurs when recursion is too deep.,1.0,-0.2,
13427,1665,3546,10598.0,,0.0,0.0,
41519,5126,729,2150.0,,1.0,2.0,
75937,9463,1667,4965.0,,0.0,0.0,Good effort.
21644,2646,4302,12823.0,,0.0,0.0,
66996,8313,2715,8073.0,,0.0,0.0,Good effort.
11422,1419,3081,9246.0,,1.0,2.0,
82406,10248,4037,12016.0,,0.0,0.0,
20307,2506,1454,4328.0,,0.0,0.0,
31011,3846,4075,,I believe it is the first option.,1.0,0.0,
27493,3398,1236,3697.0,,0.0,0.0,
85882,10699,229,688.0,,1.0,1.0,
86120,10724,2617,,,-1.0,0.0,
11418,1418,3081,9245.0,,0.0,0.0,
59997,7453,4369,13039.0,,0.0,0.0,
35227,4369,2335,6943.0,,0.0,0.0,Good effort.
35617,4418,492,1440.0,,0.0,0.0,
57920,7204,3587,,Binary search works on sorted arrays.,0.0,0.1,
25157,3097,3172,9518.0,,0.0,0.0,
35087,4354,3358,10038.0,,0.0,0.0,Good effort.
75237,9373,955,2864.0,,0.0,0.0,
79264,9876,691,2034.0,,0.0,0.0,Good effort.
54454,6763,1127,,,0.0,0.0,
16498,2028,3135,9411.0,,1.0,2.0,
39987,4937,2831,8446.0,,1.0,5.0,
33812,4191,425,1247.0,,1.0,3.0,
29031,3598,4709,,Stack overflow occurs when recursion is too deep.,-1.0,2.6,Good effort.
70543,8764,4592,13649.0,,1.0,2.0,
75520,9410,485,,The answer relates to the concept discussed.,0.0,0.5,Good effort.
88699,11046,1318,3924.0,,0.0,0.0,
78494,9784,1125,3354.0,,0.0,0.0,
52675,6529,2395,7118.0,,0.0,0.0,
5003,596,695,,Stack overflow occurs when recursion is too deep.,-1.0,1.5,Good effort.
5799,689,4580,13626.0,,0.0,0.0,
62021,7721,4296,,Binary search works on sorted arrays.,0.0,3.1,
409,48,2208,6534.0,,0.0,0.0,
23115,2829,2831,8444.0,,0.0,0.0,Good effort.
10985,1361,2895,8647.0,,0.0,0.0,Good effort.
44111,5466,690,2031.0,,0.0,0.0,
25680,3166,4274,,,-1.0,0.0,
18977,2352,2363,7020.0,,1.0,2.0,
76055,9477,422,1239.0,,0.0,0.0,Good effort.
19115,2368,9,,The answer relates to the concept discussed.,-1.0,0.2,
2056,251,704,,Stack overflow occurs when recursion is too deep.,0.0,0.2,Good effort.
52748,6541,3057,9159.0,,1.0,2.0,Good effort.
83459,10392,2030,6004.0,,0.0,0.0,
87805,10939,4434,13233.0,,0.0,0.0,
61847,7701,5276,15669.0,,1.0,1.0,
41068,5074,696,,The answer relates to the concept discussed.,0.0,0.3,
51944,6431,1226,3671.0,,0.0,0.0,
86042,10716,1657,4939.0,,0.0,0.0,Good effort.
24813,3053,602,1763.0,,1.0,5.0,
75248,9374,601,,I believe it is the first option.,1.0,51.4,Good effort.
21901,2678,4062,12091.0,,0.0,0.0,Good effort.
71957,8952,3393,10140.0,,0.0,0.0,
1972,243,3014,9024.0,,0.0,0.0,
19425,2400,3999,11913.0,,0.0,0.0,
60808,7566,2684,7971.0,,0.0,0.0,
19751,2435,4504,13419.0,,1.0,2.0,
48187,5980,3229,9681.0,,1.0,5.0,
11712,1455,4451,13277.0,,1.0,2.0,
78880,9832,4060,12085.0,,0.0,0.0,Good effort.
43634,5411,5035,14951.0,,0.0,0.0,
82377,10245,4442,13256.0,,0.0,0.0,
64564,8030,1088,,,-1.0,0.0,
79395,9891,2148,6357.0,,0.0,0.0,
77017,9592,1821,5405.0,,1.0,5.0,
38437,4763,189,571.0,,0.0,0.0,
48650,6043,4386,,Stack overflow occurs when recursion is too deep.,0.0,0.0,
63622,7915,2396,7124.0,,0.0,0.0,
28520,3531,2404,7153.0,,1.0,5.0,
30497,3786,4997,,Binary search works on sorted arrays.,1.0,0.4,
77460,9654,1465,,I believe it is the first option.,0.0,0.0,Good effort.
31223,3869,1100,3288.0,,1.0,2.0,
73084,9092,4440,13254.0,,0.0,0.0,Good effort.
50663,6274,3832,11434.0,,0.0,0.0,
5224,622,2171,6417.0,,0.0,0.0,
41485,5123,684,2009.0,,0.0,0.0,
80938,10068,1660,,I believe it is the first option.,0.0,0.0,
27651,3421,2939,8783.0,,0.0,0.0,Good effort.
12896,1600,2512,7487.0,,0.0,0.0,Good effort.
77156,9609,3997,11911.0,,0.0,0.0,
80328,9996,797,2355.0,,0.0,0.0,
16854,2083,4364,13022.0,,1.0,3.0,
3045,365,1267,3776.0,,0.0,0.0,
18641,2305,2600,7727.0,,1.0,2.0,
75852,9452,1316,,Stack overflow occurs when recursion is too deep.,0.0,2.6,
64182,7985,1533,4565.0,,1.0,5.0,Good effort.
48762,6055,2514,7496.0,,0.0,0.0,
1131,138,416,,Stack overflow occurs when recursion is too deep.,0.0,0.5,
86298,10743,2418,7197.0,,0.0,0.0,
6108,723,2332,,,0.0,0.0,
52832,6557,1085,3254.0,,0.0,0.0,Good effort.
2791,335,701,2060.0,,1.0,5.0,
31460,3896,1645,4906.0,,0.0,0.0,
73304,9120,695,,I believe it is the first option.,-1.0,0.0,
85540,10648,1379,4104.0,,0.0,0.0,
41642,5141,1234,,The answer relates to the concept discussed.,0.0,0.7,
86330,10747,4015,11957.0,,0.0,0.0,Good effort.
17747,2191,1646,4911.0,,0.0,0.0,
5652,672,3228,,Binary search works on sorted arrays.,0.0,0.9,
74999,9346,702,2062.0,,0.0,0.0,
71773,8926,4370,13042.0,,0.0,0.0,
16360,2016,4431,13223.0,,1.0,2.0,
65853,8174,234,699.0,,1.0,1.0,
12328,1532,15,41.0,,0.0,0.0,
26272,3241,5046,,,-1.0,0.0,Good effort.
48690,6048,4602,13679.0,,0.0,0.0,
33378,4143,2094,6185.0,,0.0,0.0,
14523,1796,4524,13471.0,,0.0,0.0,
22923,2810,2325,,,-1.0,0.0,
77276,9627,3581,10710.0,,1.0,1.0,Good effort.
80676,10032,4725,,,-1.0,0.0,
37351,4632,229,688.0,,1.0,1.0,Good effort.
15513,1910,5069,15066.0,,0.0,0.0,
18089,2236,3899,,The answer relates to the concept discussed.,1.0,2.1,
2122,262,4501,13411.0,,0.0,0.0,
2081,256,4667,13876.0,,0.0,0.0,
62578,7786,3964,11808.0,,0.0,0.0,
42938,5319,13,35.0,,1.0,5.0,
16807,2076,2332,,Binary search works on sorted arrays.,-1.0,0.3,
43528,5395,472,1391.0,,1.0,3.0,
88832,11063,3752,11204.0,,0.0,0.0,Good effort.
28812,3564,1073,3213.0,,0.0,0.0,Good effort.
16200,1995,1648,4917.0,,1.0,2.0,Good effort.
36202,4490,1245,3725.0,,0.0,0.0,Good effort.
83581,10407,3172,9518.0,,0.0,0.0,
53451,6632,472,1393.0,,0.0,0.0,
76930,9584,4155,,I believe it is the first option.,0.0,0.0,Good effort.
68725,8540,4767,14153.0,,1.0,1.0,
17662,2181,3998,,I believe it is the first option.,0.0,0.3,
25538,3147,4483,13370.0,,0.0,0.0,
86008,10712,3694,,,-1.0,0.0,
17401,2151,2866,8569.0,,0.0,0.0,
59235,7370,595,1742.0,,1.0,3.0,
65571,8138,140,416.0,,0.0,0.0,
86187,10730,1071,3203.0,,0.0,0.0,
74519,9281,4091,12186.0,,1.0,2.0,
31749,3939,3516,10499.0,,0.0,0.0,
29756,3692,2445,7278.0,,1.0,2.0,Good effort.
38150,4727,2370,7045.0,,0.0,0.0,
45668,5666,3019,9040.0,,0.0,0.0,
31030,3848,285,852.0,,0.0,0.0,Good effort.
39331,4861,1540,,Binary search works on sorted arrays.,0.0,0.0,
21560,2637,3605,10775.0,,1.0,1.0,
47004,5833,727,,I believe it is the first option.,1.0,0.0,
42359,5241,2203,6519.0,,1.0,2.0,
73356,9125,3596,,The answer relates to the concept discussed.,1.0,0.8,Good effort.
60504,7520,2804,8359.0,,0.0,0.0,
20618,2540,9,,Binary search works on sorted arrays.,-1.0,0.2,
64638,8036,4452,13282.0,,0.0,0.0,
53983,6700,2103,6217.0,,0.0,0.0,
25715,3170,1318,3926.0,,0.0,0.0,
57623,7163,3404,10173.0,,0.0,0.0,
36269,4502,1659,4941.0,,0.0,0.0,
82747,10297,4766,14149.0,,0.0,0.0,
57798,7185,5130,15255.0,,0.0,0.0,
75658,9429,2238,,Binary search works on sorted arrays.,0.0,0.0,
67372,8362,3192,,,-1.0,0.0,
13413,1664,3543,10589.0,,0.0,0.0,
87611,10909,4620,,Stack overflow occurs when recursion is too deep.,1.0,1.4,
19957,2461,3826,11415.0,,0.0,0.0,
7318,891,1697,5052.0,,0.0,0.0,
33944,4208,2749,8181.0,,1.0,3.0,
86717,10794,495,1449.0,,0.0,0.0,
81593,10146,1699,5062.0,,1.0,2.0,Good effort.
35066,4352,3543,10589.0,,0.0,0.0,
9498,1165,1364,4071.0,,0.0,0.0,Good effort.
31114,3858,1128,3361.0,,1.0,2.0,
85451,10637,2398,7129.0,,1.0,2.0,Good effort.
71587,8905,5066,15056.0,,1.0,2.0,Good effort.
73041,9085,2619,7797.0,,0.0,0.0,
59353,7379,2005,5930.0,,1.0,-1.0,
43854,5439,4775,,The answer relates to the concept discussed.,1.0,0.3,
74094,9229,3614,,Stack overflow occurs when recursion is too deep.,1.0,4.7,
56995,7080,917,2748.0,,0.0,0.0,
28097,3476,2240,6638.0,,0.0,0.0,
67206,8343,4274,12742.0,,0.0,0.0,
63446,7898,1822,,Binary search works on sorted arrays.,1.0,0.0,
82871,10313,490,1435.0,,0.0,0.0,
46786,5805,2386,7090.0,,0.0,0.0,
50445,6247,5277,,,-1.0,0.0,
45525,5649,2563,,I believe it is the first option.,0.0,0.4,
14346,1774,1405,,The answer relates to the concept discussed.,1.0,0.0,
81386,10115,1580,,,-1.0,0.0,
57613,7162,3568,,Stack overflow occurs when recursion is too deep.,0.0,0.7,
25236,3109,1711,5095.0,,0.0,0.0,Good effort.
83183,10355,5129,15252.0,,0.0,0.0,
47472,5893,1755,5237.0,,0.0,0.0,
53650,6659,2882,8617.0,,0.0,0.0,
24071,2946,1072,3209.0,,1.0,2.0,
28299,3504,5346,,,-1.0,0.0,
17052,2107,867,2576.0,,0.0,0.0,
43777,5429,93,279.0,,0.0,0.0,Good effort.
58150,7232,804,,The answer relates to the concept discussed.,-1.0,0.9,Good effort.
6768,813,2808,,The answer relates to the concept discussed.,0.0,0.8,
75882,9455,1712,5099.0,,0.0,0.0,
17239,2129,689,2029.0,,0.0,0.0,
80783,10047,4012,11949.0,,0.0,0.0,
56001,6958,4724,,,-1.0,2.0,
17936,2217,4775,,Binary search works on sorted arrays.,1.0,1.5,Good effort.
20969,2572,4485,,Binary search works on sorted arrays.,0.0,0.7,Good effort.
76867,9577,4767,14153.0,,1.0,1.0,
85459,10638,4163,,,0.0,3.7,
51679,6400,1312,,The answer relates to the concept discussed.,1.0,0.4,
15742,1936,1581,4711.0,,0.0,0.0,
78941,9839,4449,13272.0,,1.0,2.0,
15111,1864,649,,,0.0,1.6,
72276,8992,270,809.0,,0.0,0.0,
81669,10155,3136,9415.0,,1.0,3.0,
31917,3961,3139,9418.0,,0.0,0.0,Good effort.
61991,7718,1750,5220.0,,0.0,0.0,
26120,3224,4717,14015.0,,0.0,0.0,
74785,9322,1653,,Stack overflow occurs when recursion is too deep.,0.0,2.1,
72988,9079,3378,10093.0,,0.0,0.0,Good effort.
5215,621,2602,7735.0,,0.0,0.0,
49244,6111,3897,11619.0,,0.0,0.0,Good effort.
15694,1927,3172,9515.0,,1.0,2.0,Good effort.
72586,9030,2874,8587.0,,1.0,2.0,
75616,9423,3013,9022.0,,0.0,0.0,
65266,8108,2675,7948.0,,0.0,0.0,
82755,10297,4774,14176.0,,1.0,1.0,
35513,4405,2567,7651.0,,0.0,0.0,
47089,5843,2605,7745.0,,1.0,5.0,
66572,8264,5134,,I believe it is the first option.,0.0,1.3,
10172,1249,3901,11630.0,,0.0,0.0,Good effort.
76404,9523,1244,,Binary search works on sorted arrays.,1.0,0.0,
2490,303,2364,7024.0,,0.0,0.0,
71396,8881,764,2252.0,,1.0,2.0,Good effort.
80837,10055,2418,7196.0,,1.0,2.0,Good effort.
29036,3599,4707,,Binary search works on sorted arrays.,-1.0,2.0,
4680,555,2568,,,-1.0,0.0,
82273,10235,3324,9932.0,,1.0,2.0,Good effort.
29325,3639,1267,3776.0,,0.0,0.0,
87428,10885,4367,,,-1.0,0.0,
38160,4728,2368,7035.0,,0.0,0.0,
84800,10557,486,1429.0,,1.0,2.0,
19077,2363,4009,11941.0,,1.0,2.0,Good effort.
4732,562,489,1432.0,,1.0,2.0,
63273,7882,4496,,Stack overflow occurs when recursion is too deep.,1.0,0.0,
54464,6765,4091,12183.0,,0.0,0.0,
4142,496,4450,13273.0,,0.0,0.0,
35911,4455,563,,I believe it is the first option.,0.0,2.9,
44935,5577,2417,7193.0,,0.0,0.0,
13261,1647,4584,13632.0,,1.0,1.0,
1668,201,602,1763.0,,1.0,5.0,
28888,3576,2079,6142.0,,0.0,0.0,
79350,9885,2303,,Binary search works on sorted arrays.,0.0,0.0,
18537,2287,958,2871.0,,0.0,0.0,
61616,7671,1166,3478.0,,0.0,0.0,Good effort.
77373,9640,1817,5402.0,,0.0,0.0,
78928,9838,4450,13274.0,,0.0,0.0,
22904,2807,179,541.0,,0.0,0.0,
16005,1968,4439,13249.0,,0.0,0.0,
43808,5433,4195,12491.0,,0.0,0.0,
35846,4446,3400,10164.0,,1.0,3.0,
52053,6444,1843,5466.0,,1.0,2.0,
74420,9268,1698,5056.0,,0.0,0.0,
70612,8773,2711,,The answer relates to the concept discussed.,-1.0,0.0,
74717,9312,1995,5897.0,,0.0,0.0,Good effort.
76488,9535,3193,9579.0,,0.0,0.0,
65265,8108,2674,7944.0,,1.0,5.0,Good effort.
36934,4582,4777,,,-1.0,0.0,
84648,10538,1311,3913.0,,0.0,0.0,
13360,1658,3234,,I believe it is the first option.,1.0,1.3,
49937,6188,5001,14846.0,,1.0,2.0,Good effort.
44850,5562,2029,5997.0,,0.0,0.0,
71129,8843,3190,9565.0,,0.0,0.0,
38625,4780,2411,7169.0,,0.0,0.0,
87733,10927,3399,10160.0,,0.0,0.0,
67863,8426,562,1650.0,,0.0,0.0,Good effort.
88771,11056,1613,4805.0,,1.0,5.0,
8434,1025,4443,,Binary search works on sorted arrays.,1.0,-0.3,Good effort.
67816,8421,187,566.0,,1.0,1.0,
8789,1071,4584,13633.0,,0.0,0.0,Good effort.
82102,10209,1757,5243.0,,0.0,0.0,
35152,4360,4442,13256.0,,0.0,0.0,
56765,7048,14,40.0,,0.0,0.0,Good effort.
54592,6784,417,1228.0,,0.0,0.0,Good effort.
17259,2132,2989,8940.0,,1.0,2.0,
51181,6337,5128,15249.0,,1.0,5.0,
71663,8917,5076,15090.0,,1.0,2.0,
61204,7613,646,1892.0,,0.0,0.0,Good effort.
15342,1891,4157,,,-1.0,0.0,Good effort.
30132,3734,3516,10500.0,,1.0,2.0,
30992,3845,4069,12107.0,,0.0,0.0,
34489,4278,3356,10030.0,,0.0,0.0,
25868,3186,601,,The answer relates to the concept discussed.,-1.0,0.0,
72526,9024,12,34.0,,1.0,3.0,Good effort.
41651,5142,1237,3701.0,,1.0,2.0,
57187,7107,4092,12187.0,,0.0,0.0,
53909,6691,2610,7765.0,,1.0,2.0,Good effort.
69996,8700,271,812.0,,0.0,0.0,
85824,10692,1551,4626.0,,0.0,0.0,
8781,1070,4299,,Stack overflow occurs when recursion is too deep.,0.0,0.6,Good effort.
17214,2127,3577,10697.0,,0.0,0.0,
58515,7281,4163,,Stack overflow occurs when recursion is too deep.,-1.0,0.0,
13667,1692,4784,14202.0,,1.0,5.0,
38974,4820,2092,6182.0,,0.0,0.0,
32175,3993,2333,6935.0,,1.0,5.0,Good effort.
45331,5622,3614,,The answer relates to the concept discussed.,0.0,0.0,
60110,7469,3391,10133.0,,1.0,1.0,
39201,4845,3232,9694.0,,0.0,0.0,
15928,1962,129,380.0,,1.0,1.0,
37439,4641,3591,10740.0,,0.0,0.0,
43025,5332,648,1899.0,,0.0,0.0,
53242,6604,3395,10147.0,,0.0,0.0,
50441,6247,5272,,Stack overflow occurs when recursion is too deep.,1.0,0.0,
26746,3300,4438,13244.0,,1.0,2.0,
65909,8181,1678,4995.0,,0.0,0.0,
84170,10478,2095,6191.0,,0.0,0.0,
88121,10978,1707,,,1.0,0.0,
723,93,1693,,Binary search works on sorted arrays.,1.0,1.1,
19285,2386,4451,13277.0,,1.0,2.0,
80864,10060,3320,9923.0,,0.0,0.0,
41643,5141,1235,3693.0,,1.0,3.0,
75030,9350,767,2257.0,,0.0,0.0,
17621,2174,4785,14206.0,,1.0,3.0,
82084,10206,3140,9422.0,,1.0,2.0,
60959,7584,3233,9695.0,,0.0,0.0,
85084,10594,678,1995.0,,0.0,0.0,
72153,8976,3378,10092.0,,0.0,0.0,
51253,6348,1650,,I believe it is the first option.,1.0,0.7,
1566,190,2248,6667.0,,0.0,0.0,
81163,10091,5059,15031.0,,0.0,0.0,Good effort.
23816,2915,1466,,Stack overflow occurs when recursion is too deep.,1.0,0.0,
6325,750,2078,,I believe it is the first option.,1.0,4.7,Good effort.
14759,1822,190,,Stack overflow occurs when recursion is too deep.,0.0,0.0,
37023,4591,1754,5233.0,,0.0,0.0,
6904,830,180,544.0,,1.0,1.0,
69064,8579,2200,6508.0,,0.0,0.0,Good effort.
40541,5009,2152,6365.0,,0.0,0.0,Good effort.
44477,5513,1456,4333.0,,0.0,0.0,Good effort.
35056,4351,3544,10591.0,,1.0,2.0,
82299,10238,1705,5079.0,,0.0,0.0,
71949,8950,3545,10594.0,,0.0,0.0,
50977,6314,795,2347.0,,1.0,2.0,Good effort.
50752,6285,4725,14035.0,,1.0,2.0,
54131,6721,1436,4284.0,,1.0,3.0,Good effort.
80494,10012,3517,10504.0,,0.0,0.0,
8614,1047,4041,,Binary search works on sorted arrays.,1.0,0.0,
71676,8918,287,858.0,,1.0,5.0,
84610,10532,5074,,,-1.0,0.0,
26129,3225,4717,14013.0,,0.0,0.0,Good effort.
12266,1523,2682,7963.0,,0.0,0.0,
20724,2548,4431,13224.0,,0.0,0.0,
26467,3269,183,556.0,,1.0,2.0,
21610,2642,2889,8636.0,,0.0,0.0,Good effort.
39032,4827,1500,4463.0,,0.0,0.0,
65264,8108,2673,7940.0,,0.0,0.0,
26519,3274,3409,10187.0,,0.0,0.0,Good effort.
45822,5688,5276,15669.0,,1.0,1.0,
7821,952,4363,13018.0,,1.0,5.0,
48369,6006,1995,5900.0,,0.0,0.0,
68645,8531,5070,,I believe it is the first option.,1.0,0.0,
56782,7051,2886,8629.0,,1.0,2.0,
50614,6266,3834,11436.0,,0.0,0.0,
27569,3411,956,2867.0,,1.0,5.0,Good effort.
62749,7810,2148,6355.0,,0.0,0.0,
19358,2392,5045,14981.0,,0.0,0.0,
65029,8085,2760,8217.0,,1.0,3.0,
52986,6573,3763,11237.0,,1.0,2.0,
57748,7177,1459,4341.0,,1.0,3.0,
3117,374,4447,,The answer relates to the concept discussed.,0.0,0.0,
49721,6164,2327,6920.0,,0.0,0.0,
47816,5939,1155,,The answer relates to the concept discussed.,0.0,1.7,
87671,10918,493,1444.0,,0.0,0.0,
45944,5702,2369,7041.0,,0.0,0.0,
86299,10743,2419,7202.0,,0.0,0.0,
9495,1165,1360,,,-1.0,0.0,
