Id,QuizId,QuestionText,QuestionTextAr,QuestionType,Marks,Explanation,ExplanationAr,SortOrder,ImageUrl
3583,1499,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,2,Because 8 is correct.,,8,
3205,1345,What is the time complexity of binary search?,,MCQ,2,Because O(log n) is correct.,,3,
1277,599,Which data structure uses LIFO?,,TrueFalse,2,Because Stack is correct.,الشرح بالعربية,2,
4827,2013,Which protocol is stateless?,ترجمة: Which protocol is stateless?,ShortAnswer,3,,الشرح بالعربية,3,
4575,1923,What is the time complexity of binary search?,,MCQ,3,,الشرح بالعربية,5,
2967,1232,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,5,Because K-Means is correct.,,13,
1463,657,Which is NOT a supervised learning algorithm?,,MCQ,5,Because K-Means is correct.,الشرح بالعربية,5,
4574,1923,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,2,,,4,
5273,2212,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,1,,,2,
956,446,Which OSI layer handles routing?,,MCQ,5,Because Network Layer is correct.,,2,
3812,1586,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,Because Bubble Sort is correct.,,9,
2204,934,What is a deadlock?,,ShortAnswer,2,,,5,
4725,1978,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,2,,الشرح بالعربية,9,
4012,1659,What is normalization in databases?,,MCQ,2,Because Reducing data redundancy is correct.,,4,
3453,1434,What is normalization in databases?,ترجمة: What is normalization in datab,ShortAnswer,2,Because Reducing data redundancy is correct.,,13,
1337,615,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,1,Because HTTP is correct.,,4,
3662,1527,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,1,Because HTTP is correct.,الشرح بالعربية,6,
4682,1949,What does OOP stand for?,,MCQ,3,,,2,
1336,615,What is normalization in databases?,,MCQ,5,Because Reducing data redundancy is correct.,,3,
5241,2198,What is a deadlock?,ترجمة: What is a deadlock?,ShortAnswer,2,,الشرح بالعربية,9,
1093,518,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,3,,,12,/uploads/questions/d4ffd577-b32c-4102-b956-409c05020f75.png
1449,647,What does API stand for?,ترجمة: What does API stand for?,TrueFalse,2,,,6,
5166,2164,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,Because Bubble Sort is correct.,,1,
488,222,What is normalization in databases?,,ShortAnswer,2,Because Reducing data redundancy is correct.,,4,/uploads/questions/142ce597-4a2d-4778-9a0c-45b980fb78de.png
1134,537,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,2,,الشرح بالعربية,3,
3622,1509,What is normalization in databases?,,MCQ,3,,,6,
4770,1997,Which algorithm underlies RSA?,,MCQ,2,,,5,
554,274,What does SQL stand for?,ترجمة: What does SQL stand for?,TrueFalse,5,Because Structured Query Language is correct.,,5,
615,287,What does API stand for?,ترجمة: What does API stand for?,MCQ,5,,,10,
974,454,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,2,,,10,
4247,1768,Output of 2**3 in Python?,,TrueFalse,1,,الشرح بالعربية,5,
283,143,Which data structure uses LIFO?,,TrueFalse,2,Because Stack is correct.,,3,
4230,1765,Which OSI layer handles routing?,,MCQ,5,Because Network Layer is correct.,,2,
298,148,What does API stand for?,,MCQ,3,,,4,
1157,547,What does API stand for?,ترجمة: What does API stand for?,MCQ,3,Because Application Programming Interface is correct.,الشرح بالعربية,4,
3615,1508,What does OOP stand for?,,MCQ,5,,,9,
3437,1432,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,,,5,
1895,816,Overfitting in ML means?,,MCQ,2,,الشرح بالعربية,6,
2322,985,What is a deadlock?,,TrueFalse,1,Because Two processes waiting for each other is correct.,,1,
1009,470,What is normalization in databases?,,MCQ,2,,الشرح بالعربية,4,
667,306,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,5,Because Bubble Sort is correct.,,13,
1299,606,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,1,Because 8 is correct.,,3,
4845,2014,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,ShortAnswer,5,Because Network Layer is correct.,,7,
3658,1527,Which OSI layer handles routing?,,ShortAnswer,5,,,2,
1739,764,Which OSI layer handles routing?,,MCQ,3,Because Network Layer is correct.,,8,
2419,1036,Which protocol is stateless?,,MCQ,2,,,3,
4119,1697,Output of 2**3 in Python?,,ShortAnswer,3,Because 8 is correct.,,2,
2612,1095,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,2,,,4,
5049,2133,What does SQL stand for?,,MCQ,2,Because Structured Query Language is correct.,,2,
2851,1176,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,3,,,14,
3402,1408,What is the time complexity of binary search?,,ShortAnswer,2,Because O(log n) is correct.,,1,
3672,1534,Which is NOT a supervised learning algorithm?,,MCQ,2,,,3,
5160,2161,What does API stand for?,,MCQ,3,,,3,
5051,2133,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,2,,,4,
3556,1492,What does OOP stand for?,,ShortAnswer,5,,,6,
721,332,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,3,Because Stack is correct.,,11,
1857,809,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,2,Because HTTP is correct.,,9,
944,443,Which algorithm underlies RSA?,,MCQ,5,,الشرح بالعربية,5,
4610,1931,What does SQL stand for?,,MCQ,5,,,7,
1641,722,Output of 2**3 in Python?,,MCQ,2,,,5,
4291,1779,Which is NOT a supervised learning algorithm?,,ShortAnswer,1,,الشرح بالعربية,11,/uploads/questions/5ebc47f7-ebc6-40b1-b0db-a81498461a11.png
661,306,Overfitting in ML means?,,MCQ,5,,,7,
1687,743,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,2,Because 8 is correct.,,6,
156,68,Overfitting in ML means?,,MCQ,5,"Because Good on training, poor on test data is correct.",,1,
4772,1997,What is the time complexity of binary search?,,MCQ,2,,الشرح بالعربية,7,
3364,1387,Overfitting in ML means?,,TrueFalse,2,,,4,
4026,1660,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,2,"Because Good on training, poor on test data is correct.",الشرح بالعربية,8,
2774,1152,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,5,Because Two processes waiting for each other is correct.,,13,/uploads/questions/977a8015-9781-4ee6-a93e-1003cf3286f2.png
984,455,What is a deadlock?,,TrueFalse,3,,,7,
4172,1733,What is a foreign key?,,ShortAnswer,3,,,7,/uploads/questions/1c53f0ad-2573-40d6-8fa2-0a8127ac3e8c.png
989,455,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,1,Because 8 is correct.,,12,
937,442,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,1,,,10,
3963,1638,What does API stand for?,,MCQ,2,Because Application Programming Interface is correct.,,8,
2029,863,What does OOP stand for?,,MCQ,1,,الشرح بالعربية,4,
403,175,What does OOP stand for?,,TrueFalse,2,,,7,
1446,647,Which protocol is stateless?,ترجمة: Which protocol is stateless?,ShortAnswer,5,,,3,
4925,2056,Overfitting in ML means?,,MCQ,2,,,9,
3825,1589,What does OOP stand for?,ترجمة: What does OOP stand for?,ShortAnswer,2,,,11,/uploads/questions/0b81b471-45b1-40b1-941c-0fa029dbe15d.png
4890,2045,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,Because Bubble Sort is correct.,,5,
4555,1918,Which protocol is stateless?,,MCQ,2,Because HTTP is correct.,الشرح بالعربية,10,
92,32,What is the time complexity of binary search?,,MCQ,3,,الشرح بالعربية,4,/uploads/questions/68a6cefa-d6f0-4b33-9da7-88ac13df4652.png
576,281,What does SQL stand for?,,MCQ,1,,الشرح بالعربية,2,
982,455,What is normalization in databases?,,MCQ,2,Because Reducing data redundancy is correct.,,5,
4088,1679,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,1,,,10,
4123,1697,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,5,,,6,/uploads/questions/6f2a87e5-fa48-430a-aa3f-3fed1ba30f2f.png
624,290,What is normalization in databases?,ترجمة: What is normalization in datab,TrueFalse,2,Because Reducing data redundancy is correct.,,5,
1349,619,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,TrueFalse,2,Because Public Key Cryptography is correct.,الشرح بالعربية,7,
2708,1128,What does API stand for?,ترجمة: What does API stand for?,MCQ,5,Because Application Programming Interface is correct.,,1,
797,389,What does SQL stand for?,ترجمة: What does SQL stand for?,TrueFalse,1,Because Structured Query Language is correct.,,4,
5343,1,What is a foreign key?,,MCQ,2,Because References a primary key in another table is correct.,الشرح بالعربية,4,
3765,1572,What does SQL stand for?,ترجمة: What does SQL stand for?,ShortAnswer,1,Because Structured Query Language is correct.,,1,
867,411,What is the time complexity of binary search?,,MCQ,1,,الشرح بالعربية,3,
1635,718,What is the time complexity of binary search?,,MCQ,2,,,14,
3735,1562,What is a foreign key?,ترجمة: What is a foreign key?,TrueFalse,1,Because References a primary key in another table is correct.,,13,/uploads/questions/8b2966e8-5d4c-408c-86d2-ec5f20d3d5a2.png
863,410,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,2,Because HTTP is correct.,الشرح بالعربية,2,
3447,1434,Which algorithm underlies RSA?,,MCQ,5,,,7,
4098,1691,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,ShortAnswer,3,Because Public Key Cryptography is correct.,,3,/uploads/questions/6edae962-a010-459b-8677-9bcabbc114cb.png
3797,1584,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,TrueFalse,5,Because Bubble Sort is correct.,,1,
4944,2075,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,2,Because HTTP is correct.,,1,
5025,2118,Which is NOT a supervised learning algorithm?,,MCQ,2,,الشرح بالعربية,4,
3609,1508,What is the time complexity of binary search?,,ShortAnswer,3,,الشرح بالعربية,3,
3676,1534,Overfitting in ML means?,,ShortAnswer,1,,الشرح بالعربية,7,
3531,1486,Which sorting algorithm has worst-case O(n²)?,,MCQ,5,,,8,
2806,1164,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,1,Because Reducing data redundancy is correct.,الشرح بالعربية,4,
720,332,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,2,Because Public Key Cryptography is correct.,,10,
3101,1297,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,3,,,5,
2011,850,What does API stand for?,,ShortAnswer,1,Because Application Programming Interface is correct.,,4,/uploads/questions/0fed427d-5eb3-4574-8249-314325e46268.png
4166,1733,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,1,Because Structured Query Language is correct.,الشرح بالعربية,1,
5347,25,Overfitting in ML means?,,TrueFalse,5,,الشرح بالعربية,13,
3675,1534,Overfitting in ML means?,,MCQ,1,"Because Good on training, poor on test data is correct.",,6,
2168,909,What does SQL stand for?,ترجمة: What does SQL stand for?,TrueFalse,2,,,1,
1607,714,Which is NOT a supervised learning algorithm?,,TrueFalse,2,Because K-Means is correct.,,11,
4185,1736,What does API stand for?,,MCQ,1,,,6,
1805,789,What does OOP stand for?,ترجمة: What does OOP stand for?,ShortAnswer,1,Because Object Oriented Programming is correct.,الشرح بالعربية,1,
1508,675,What is normalization in databases?,,TrueFalse,2,,,2,
2393,1015,What is a deadlock?,,MCQ,5,Because Two processes waiting for each other is correct.,,9,/uploads/questions/b99ed2f0-34de-4a36-b0c6-50f998851960.png
4430,1858,What does SQL stand for?,,TrueFalse,5,,,6,
1749,773,Overfitting in ML means?,,MCQ,3,"Because Good on training, poor on test data is correct.",الشرح بالعربية,5,
3698,1553,Output of 2**3 in Python?,,TrueFalse,2,Because 8 is correct.,الشرح بالعربية,3,/uploads/questions/8bc12fa0-ae6c-4888-88a3-4cef72f31ed5.png
1238,577,What does API stand for?,,MCQ,2,,الشرح بالعربية,1,
2174,924,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,5,,,1,
1621,717,Which algorithm underlies RSA?,,TrueFalse,2,,,6,
3237,1352,Which algorithm underlies RSA?,,ShortAnswer,2,,,1,
338,152,Which data structure uses LIFO?,,MCQ,2,,,8,
5050,2133,What does API stand for?,ترجمة: What does API stand for?,MCQ,2,Because Application Programming Interface is correct.,الشرح بالعربية,3,
546,268,What does API stand for?,,MCQ,1,Because Application Programming Interface is correct.,,2,
3642,1523,Which protocol is stateless?,,ShortAnswer,3,Because HTTP is correct.,,12,
4988,2106,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,3,Because Two processes waiting for each other is correct.,,5,
317,150,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,TrueFalse,2,,الشرح بالعربية,10,
969,454,Which data structure uses LIFO?,,TrueFalse,5,,,5,
3821,1589,What is normalization in databases?,,MCQ,2,Because Reducing data redundancy is correct.,,7,
3988,1648,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,1,Because References a primary key in another table is correct.,الشرح بالعربية,11,
463,191,What does OOP stand for?,,MCQ,3,Because Object Oriented Programming is correct.,,10,/uploads/questions/317ac573-1c60-4016-8d22-918581e4cf1c.png
959,448,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,ShortAnswer,2,,,2,
1969,833,What is a foreign key?,,MCQ,5,,,12,
1259,587,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,,الشرح بالعربية,2,
2536,1074,What is a foreign key?,,MCQ,3,Because References a primary key in another table is correct.,,11,
4975,2093,What is normalization in databases?,ترجمة: What is normalization in datab,TrueFalse,1,Because Reducing data redundancy is correct.,,7,/uploads/questions/5c418450-938a-4bf6-aba5-a7263e833fd2.png
845,407,What does API stand for?,,MCQ,1,Because Application Programming Interface is correct.,,6,/uploads/questions/44674068-8e19-4020-86e1-07ad0ced4edb.png
1201,560,Which is NOT a supervised learning algorithm?,,ShortAnswer,3,Because K-Means is correct.,,12,
1338,617,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,2,Because K-Means is correct.,الشرح بالعربية,1,
1441,646,What does OOP stand for?,,MCQ,5,Because Object Oriented Programming is correct.,,8,
5047,2124,What is a deadlock?,,MCQ,5,Because Two processes waiting for each other is correct.,,14,
2968,1232,What does API stand for?,,MCQ,3,Because Application Programming Interface is correct.,,14,
4038,1665,Which algorithm underlies RSA?,,TrueFalse,5,,الشرح بالعربية,2,
2610,1095,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,Because Object Oriented Programming is correct.,الشرح بالعربية,2,
4325,1800,What is a foreign key?,,MCQ,5,Because References a primary key in another table is correct.,,6,
1588,712,Which algorithm underlies RSA?,,TrueFalse,5,,,7,
3731,1562,What does API stand for?,ترجمة: What does API stand for?,MCQ,2,,,9,
4463,1877,Which data structure uses LIFO?,,MCQ,2,Because Stack is correct.,,1,/uploads/questions/6a321ad8-72d1-4fb6-a6ea-513041a45e5a.png
556,274,Which protocol is stateless?,,ShortAnswer,2,Because HTTP is correct.,,7,
197,90,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,5,Because K-Means is correct.,الشرح بالعربية,1,
5205,2176,What is normalization in databases?,,ShortAnswer,2,Because Reducing data redundancy is correct.,,4,
2256,957,Overfitting in ML means?,,MCQ,1,"Because Good on training, poor on test data is correct.",,6,
2990,1239,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,2,,,6,
4459,1874,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,5,,,1,
462,191,What does SQL stand for?,,TrueFalse,2,Because Structured Query Language is correct.,,9,
2585,1087,Which algorithm underlies RSA?,,MCQ,3,,الشرح بالعربية,2,
127,47,Which protocol is stateless?,,MCQ,1,,الشرح بالعربية,8,
1369,623,Which is NOT a supervised learning algorithm?,,ShortAnswer,3,,,5,
3365,1387,What does OOP stand for?,,MCQ,2,Because Object Oriented Programming is correct.,,5,
1253,585,Which protocol is stateless?,,ShortAnswer,3,Because HTTP is correct.,,6,
1254,585,Which data structure uses LIFO?,,MCQ,1,Because Stack is correct.,الشرح بالعربية,7,
1031,477,What is a deadlock?,,TrueFalse,5,Because Two processes waiting for each other is correct.,,3,
3802,1584,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,Because Object Oriented Programming is correct.,,6,
4564,1919,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,5,Because K-Means is correct.,,9,
4766,1997,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,5,,الشرح بالعربية,1,/uploads/questions/bd85115d-34a2-4820-a44d-ea91d5065611.png
4521,1892,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,1,,الشرح بالعربية,6,
2720,1142,Which sorting algorithm has worst-case O(n²)?,,TrueFalse,1,,الشرح بالعربية,10,
2692,1119,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,3,Because 8 is correct.,,5,
4918,2056,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,2,"Because Good on training, poor on test data is correct.",الشرح بالعربية,2,
605,286,What is a foreign key?,,MCQ,2,,الشرح بالعربية,15,
2830,1174,Which protocol is stateless?,,TrueFalse,5,,,6,
806,389,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,2,,,13,
3340,1380,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,3,,,3,/uploads/questions/ca121e49-d2ff-4e19-9de0-54e504187094.png
1522,678,Overfitting in ML means?,,TrueFalse,2,"Because Good on training, poor on test data is correct.",,7,
3766,1572,What does API stand for?,ترجمة: What does API stand for?,MCQ,1,,الشرح بالعربية,2,
1184,559,What does API stand for?,,MCQ,1,,الشرح بالعربية,2,/uploads/questions/e3055e83-3f5c-4de8-b524-61a56cec4488.png
3487,1460,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,2,,,1,
4380,1818,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,ShortAnswer,5,,,4,
1243,577,Which data structure uses LIFO?,,MCQ,2,Because Stack is correct.,الشرح بالعربية,6,
1712,752,Which data structure uses LIFO?,,MCQ,3,Because Stack is correct.,الشرح بالعربية,11,
2138,902,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,ShortAnswer,1,,,7,
1190,560,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,3,Because Two processes waiting for each other is correct.,,1,
3693,1546,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,2,Because O(log n) is correct.,الشرح بالعربية,6,/uploads/questions/334fb063-26a6-4631-9a3a-f681098b4db9.png
4650,1942,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,TrueFalse,2,Because Network Layer is correct.,,1,
2943,1225,What does API stand for?,,MCQ,2,Because Application Programming Interface is correct.,الشرح بالعربية,12,
4631,1936,Which data structure uses LIFO?,,MCQ,2,Because Stack is correct.,,8,
3143,1317,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,1,,,2,
1782,785,Which protocol is stateless?,,MCQ,2,,الشرح بالعربية,2,
1452,655,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,2,,,3,
1068,510,What does SQL stand for?,,ShortAnswer,1,Because Structured Query Language is correct.,,2,/uploads/questions/6f056c51-d1ce-48d2-82f1-08a23e8e0daa.png
4046,1667,What is a foreign key?,,MCQ,5,,,4,
4642,1938,What does API stand for?,ترجمة: What does API stand for?,MCQ,5,,,7,
2691,1119,What is the time complexity of binary search?,ترجمة: What is the time complexity of,TrueFalse,3,Because O(log n) is correct.,الشرح بالعربية,4,
3053,1259,What is the time complexity of binary search?,,ShortAnswer,2,,,8,
1993,841,Which protocol is stateless?,,MCQ,2,Because HTTP is correct.,الشرح بالعربية,10,
2033,867,Overfitting in ML means?,,MCQ,2,,الشرح بالعربية,3,/uploads/questions/e48ad0bb-ed4f-4b5e-a374-8787d4c4dbf6.png
2755,1151,Which algorithm underlies RSA?,,MCQ,2,,الشرح بالعربية,5,
3536,1486,Which data structure uses LIFO?,,ShortAnswer,2,,الشرح بالعربية,13,
4059,1675,What does SQL stand for?,,TrueFalse,2,,الشرح بالعربية,4,
3989,1653,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,3,,,1,
4288,1779,What does API stand for?,,MCQ,2,,,8,
4055,1669,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,1,Because Bubble Sort is correct.,,6,
4246,1768,Which protocol is stateless?,,TrueFalse,2,,الشرح بالعربية,4,
497,222,What does API stand for?,ترجمة: What does API stand for?,ShortAnswer,1,Because Application Programming Interface is correct.,,13,
3322,1371,What is normalization in databases?,ترجمة: What is normalization in datab,ShortAnswer,1,,,4,
5032,2118,Which is NOT a supervised learning algorithm?,,MCQ,3,,الشرح بالعربية,11,
2402,1021,What does API stand for?,,MCQ,5,,,3,
4942,2068,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,3,,,14,
4100,1691,Which is NOT a supervised learning algorithm?,,MCQ,2,Because K-Means is correct.,,5,
3921,1618,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,5,Because References a primary key in another table is correct.,,7,
3732,1562,Which OSI layer handles routing?,,MCQ,3,,,10,
1987,841,What is normalization in databases?,ترجمة: What is normalization in datab,ShortAnswer,5,,,4,
3771,1572,Overfitting in ML means?,,TrueFalse,3,,,7,
3666,1527,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,ShortAnswer,1,Because Bubble Sort is correct.,,10,
5325,26,Which protocol is stateless?,,MCQ,3,Because HTTP is correct.,,7,
4241,1765,What does OOP stand for?,,MCQ,1,Because Object Oriented Programming is correct.,,13,
3120,1308,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,2,Because 8 is correct.,,3,
5128,2155,What is a foreign key?,,TrueFalse,5,,الشرح بالعربية,4,
2232,948,Which sorting algorithm has worst-case O(n²)?,,MCQ,5,,الشرح بالعربية,7,
4864,2040,Which data structure uses LIFO?,,MCQ,2,Because Stack is correct.,,4,
3860,1600,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,2,Because Network Layer is correct.,,9,
2940,1225,What is a foreign key?,,MCQ,2,Because References a primary key in another table is correct.,,9,
1893,816,Overfitting in ML means?,ترجمة: Overfitting in ML means?,TrueFalse,2,,,4,
849,407,What does API stand for?,ترجمة: What does API stand for?,MCQ,5,Because Application Programming Interface is correct.,الشرح بالعربية,10,
2152,905,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,1,,الشرح بالعربية,9,
2243,954,Which data structure uses LIFO?,,MCQ,2,Because Stack is correct.,,6,/uploads/questions/3c480665-d5c3-4419-b06f-f4fa12c28344.png
5124,2148,Which algorithm underlies RSA?,,MCQ,5,Because Public Key Cryptography is correct.,,9,
957,446,Overfitting in ML means?,ترجمة: Overfitting in ML means?,TrueFalse,2,"Because Good on training, poor on test data is correct.",الشرح بالعربية,3,
363,158,What does API stand for?,,TrueFalse,2,,,7,
1122,535,What is the time complexity of binary search?,,MCQ,2,,الشرح بالعربية,1,
3276,1360,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,5,,,2,
4520,1892,Output of 2**3 in Python?,,MCQ,1,Because 8 is correct.,الشرح بالعربية,5,
2114,897,Output of 2**3 in Python?,,ShortAnswer,3,Because 8 is correct.,الشرح بالعربية,2,
3776,1572,What is normalization in databases?,ترجمة: What is normalization in datab,TrueFalse,2,Because Reducing data redundancy is correct.,,12,
4062,1675,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,5,Because Two processes waiting for each other is correct.,الشرح بالعربية,7,
548,268,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,2,,,4,
5202,2176,Overfitting in ML means?,ترجمة: Overfitting in ML means?,TrueFalse,1,,,1,/uploads/questions/980d5fef-6e9e-4ee9-9c3e-d16136f64b51.png
3073,1267,Output of 2**3 in Python?,,TrueFalse,2,Because 8 is correct.,الشرح بالعربية,2,/uploads/questions/05ee432d-08f5-406e-9009-a6e3f293a153.png
4003,1656,What does API stand for?,ترجمة: What does API stand for?,MCQ,3,,,6,
323,151,Which protocol is stateless?,,MCQ,2,,,3,
1734,764,What does OOP stand for?,,MCQ,3,,,3,
2444,1042,Output of 2**3 in Python?,,ShortAnswer,3,,,6,
3292,1368,Which is NOT a supervised learning algorithm?,,MCQ,3,,,2,
3719,1560,What does SQL stand for?,,ShortAnswer,5,Because Structured Query Language is correct.,,3,
4688,1949,What is normalization in databases?,,ShortAnswer,5,Because Reducing data redundancy is correct.,,8,/uploads/questions/bab3ceef-72b8-45d3-b425-4a9d65f3fe9b.png
4171,1733,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,2,,الشرح بالعربية,6,/uploads/questions/dd1812b3-3402-4257-a17a-4d61185686fb.png
2006,846,Which is NOT a supervised learning algorithm?,,MCQ,3,Because K-Means is correct.,,12,
1212,564,What does API stand for?,,MCQ,2,Because Application Programming Interface is correct.,,1,
2527,1074,What is the time complexity of binary search?,ترجمة: What is the time complexity of,TrueFalse,5,,,2,
4842,2014,Which algorithm underlies RSA?,,MCQ,5,,الشرح بالعربية,4,
3627,1514,Which protocol is stateless?,ترجمة: Which protocol is stateless?,TrueFalse,2,,الشرح بالعربية,4,
1955,831,What is a deadlock?,ترجمة: What is a deadlock?,TrueFalse,3,,,10,
4580,1925,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,2,Because Reducing data redundancy is correct.,الشرح بالعربية,1,
3568,1493,What does SQL stand for?,ترجمة: What does SQL stand for?,ShortAnswer,2,Because Structured Query Language is correct.,الشرح بالعربية,3,/uploads/questions/f8022367-fed0-424e-b967-55399840061b.png
377,160,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,5,,الشرح بالعربية,2,
2279,969,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,1,Because K-Means is correct.,,2,
1810,794,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,1,,,3,
2437,1040,What does API stand for?,,MCQ,2,,,14,
841,407,Which sorting algorithm has worst-case O(n²)?,,TrueFalse,2,,,2,
5080,2141,What does API stand for?,,MCQ,5,Because Application Programming Interface is correct.,,9,/uploads/questions/b566c742-80ed-4a97-9eba-a6ec62c40576.png
3571,1493,Which data structure uses LIFO?,,ShortAnswer,2,,,6,
3859,1600,What does SQL stand for?,ترجمة: What does SQL stand for?,ShortAnswer,3,Because Structured Query Language is correct.,الشرح بالعربية,8,
2626,1098,What does SQL stand for?,,TrueFalse,2,Because Structured Query Language is correct.,,6,
485,222,Which OSI layer handles routing?,,ShortAnswer,5,,الشرح بالعربية,1,
2680,1118,Output of 2**3 in Python?,,TrueFalse,2,,,3,
1733,764,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,1,,,2,
1743,764,Output of 2**3 in Python?,,MCQ,3,Because 8 is correct.,,12,
1497,670,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,3,,,2,
1584,712,Which data structure uses LIFO?,,MCQ,3,,,3,
3462,1437,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,3,Because Object Oriented Programming is correct.,,4,
4867,2040,What does SQL stand for?,,ShortAnswer,1,Because Structured Query Language is correct.,,7,/uploads/questions/a3dc2887-15d8-4f31-ae2c-e3c5b1ea7d4d.png
